Overview,ListingName,ListingIcon,ListingSellerName,Built_By,ListingRank,ListingScrapeDate,ListingURL,Side_Description,pic_urls,video_urls
"Swimlane’s SOAR platform integrates with CrowdStrike to enrich data, orchestrate your security tools and automate incident response processes. This delivers better threat response capabilities with significantly faster mean time to resolution without adding overhead. Swimlane was founded to deliver scalable innovative and flexible security solutions to organizations struggling with alert fatigue, vendor proliferation and chronic staffing shortages.",Swimlane Platform,images.store.crowdstrike.com/9748z14dd5zg/6tdARYsqhO2y58AYivPOOp/01016b829f8e37cc9749315389ffee4c/SwimLane_icon_square.png,Swimlane,Swimlane, order on list 174,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Tausight integrates with CrowdStrike Falcon® LogScale to empower security and compliance teams in healthcare organizations to discover and identify potential risks or non-compliance. Tausight's unique healthcare data insights are unified in Falcon LogScale to improve visibility of potential risks leveraging lightning fast queries and custom dashboards. In addition, by classifying and mapping your data with Tausight to HIPAA security rules for unstructured electronic protected health information (ePHI) and personal identifiable information (PII) data storage and usage, you can mitigate unsafe use of data to protect critical organizational and patient data.",Tausight for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7917zOg6IzNhyxgjhmRwfQ/58b62ef9f459f292b1274f5a770ebf10/Tausight_Logo_512x512.png,Tausight,Tausight, order on list 175,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Elevate your CrowdStrike experience to new heights with this cutting-edge integration built by Technopath Solutions and sister company, Technoforge Development. By integrating with CrowdStrike Falcon® Firewall Management, you can extend CrowdStrike capabilities with effective URL blocking delivered by Technopath, further fortifying your cybersecurity posture.",Technopath PowerApp: Web Blocking for CrowdStrike,images.store.crowdstrike.com/9748z14dd5zg/4wVCcT0J78SePGo8E79NPH/6cd1ebbbd196ad0c527a806707156e63/CSPower_App_Blue.png,Technopath Solutions Inc.,Technopath Solutions Inc., order on list 176,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Cado Security’s platform integrates with the CrowdStrike Falcon® platform to empower security teams to seamlessly perform forensics investigations across deployed systems, minimizing response times. Once malicious activity is detected by the Falcon platform, the Cado platform leverages CrowdStrike Real Time Response (RTR) capabilities to automatically collect and analyze forensic data from impacted systems, helping security teams quickly understand the root cause and impact of an incident.",The Cado Platform,images.store.crowdstrike.com/9748z14dd5zg/6NNLFxG1YfFA2Mo99inFN/d501f4fd276be1f1afb2c45ad7979407/Cado-Logo-Color.png,Cado Security,Cado Security, order on list 177,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"As a cloud-native security analytics platform, Devo enables customers to get deeper analytics from their CrowdStrike Falcon® data by providing longer retention of all data - 400 days hot - with the ability to correlate that data for added context to more effectively defend their entire attack surface.",The Devo Platform,images.store.crowdstrike.com/9748z14dd5zg/5cPVtXUyUqTj0BslwhowCH/01caf812ec6d749108f88ce2324edc5e/devo_icon_square.png,Devo,Devo, order on list 178,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The threat landscape evolves constantly. Identify and understand adversaries and indicators with an advanced, scalable joint solution that enables customers to increase protection of their networks and endpoints. Integrate CrowdStrike Falcon® Threat Intelligence into ThreatQ to provide security teams with a single threat library for all intelligence, both external and internal.",ThreatQuotient ThreatQ,images.store.crowdstrike.com/9748z14dd5zg/7fUrS1ijAb6IFVaXxvp3pY/499a25660363ae6462470c0d7cc7735c/ThreatQuotient_icon_square.png,ThreatQuotient,ThreatQuotient, order on list 179,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Today’s enterprise requires a comprehensive defense in depth strategy that considers all critical assets to be a part of the digital estate. In a hybrid and multi-cloud world, where users are distributed and infrastructure is ephemeral, this can be difficult to achieve. Through the integration of CrowdStrike® and ThreatWarrior, customers can be assured that they have complete visibility into abnormal behavior relating to anything that is connected to their network, whether public cloud instances or physical devices. The ThreatWarrior platform works seamlessly with CrowdStrike to provide a comprehensive blend of network and endpoint security, visualized through a unique 3D experience.",ThreatWarrior,images.store.crowdstrike.com/9748z14dd5zg/paR9W7XbXloKZdA5vIHhZ/08233b337f39662ad828478789057ff1/ThreatWarrior_logo.png,ThreatWarrior,ThreatWarrior, order on list 180,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Tidal’s Enterprise Edition integrates with CrowdStrike Falcon® LogScale to provide critical insights into how CrowdStrike covers the threats that matter to your organization. Leveraging insights from Falcon LogScale, security teams can view CrowdStrike events that are mapped to MITRE ATT&CK in the Tidal Platform, empowering informed optimization decisions surrounding coverage prioritization and complementary defenses.",Tidal Capability Insights for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/2b50GTqAga54j1ebT5eJaP/7b53de5126063e5b0bcff98843bc00e2/Tidal_Cyber_logo.png,Tidal Cyber,Tidal Cyber, order on list 181,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Tidal’s Enterprise Edition with the CrowdStrike Tidal Product Registry additions allow you to operationalize threat-informed defense by easily identifying potential threats targeting your organization and tracking your active defensive coverage, across CrowdStrike and your existing security stack. By easily understanding how CrowdStrike and your additional defenses map to the MITRE ATT&CK framework, you can take advantage of opportunities to strengthen and streamline your cybersecurity by filling gaps through configuration improvements or new protection capabilities.",Tidal Product Registry for Falcon,images.store.crowdstrike.com/9748z14dd5zg/2b50GTqAga54j1ebT5eJaP/7b53de5126063e5b0bcff98843bc00e2/Tidal_Cyber_logo.png,Tidal Cyber,Tidal Cyber, order on list 182,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"By integrating Tines no-code automation platform with CrowdStrike Falcon® LogScale, IT and security teams can easily leverage automated workflows based on alerts to accelerate operations. Easily send notifications to Tines based on Falcon LogScale alerts to trigger automated workflows, such as sending a message to staff or initiating custom activities.",Tines for Falcon Logscale,images.store.crowdstrike.com/9748z14dd5zg/5cZflIqZ5hCAI0ZxF63tdw/193f9315046fd861e7a852e121c82927/Tines_icon_square.png,Tines,Tines, order on list 183,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Replace hackable passwords with continuously validated identity security that adapts to how people work, enabling them to be protected and productive. The TruU integration takes the Zero Trust assessment (ZTA) score provided by the CrowdStrike Falcon® platform at the endpoint and combines it with the TruU risk score using the TruU Risk Engine. The TruU risk score is compared against the policy threshold, permitting a user's login if the the score is within the bounds to ensure adaptive policy enforcement. If the score is higher than the threshold, another factor is required for access.",TruU Passwordless Identity Platform,images.store.crowdstrike.com/9748z14dd5zg/1dw7jA8yUMPD7OTvUSroSg/83d1c4b9cbd302afd92552be8e844576/TruU_logo.svg,"TruU, Inc.","TruU, Inc.", order on list 184,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Improve your understanding of a security incident’s blast radius to quickly mitigate risks by correlating Valence’s risk signals from core SaaS applications with CrowdStrike’s rich endpoint and user insights. Easily analyze a compromised user’s device, their SaaS privileges, and activities performed by the user before and after a potential breach to rapidly assess risk for effective response.",Valence SaaS Security Platform,images.store.crowdstrike.com/9748z14dd5zg/197RwgtrlDfagzZN6hKYY5/4a57290c6389d5e71e118730ba4fc647/Valence_symbol_-_Full_color_2_3x.png,Valence Security,Valence Security, order on list 185,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
vArmour offers an innovative Application Relationship Management platform that provides enterprise-wide visibility and policy control for applications across any environment. vArmour and CrowdStrike® have partnered to help organizations fully understand all their applications and easily create and enforce security controls in any environment. This integration ingests and transforms real-time yet disparate telemetry data into an easy-to-understand view of applications and application relationships. vArmour can then compute security policies for all applications and then orchestrate the policies automatically to CrowdStrike endpoint systems for native enforcement in all environments.,vArmour Application Controller,images.store.crowdstrike.com/9748z14dd5zg/48qFVoQiGPG4nfxu2O5DsI/314c98ae6d431b8bb960320db05a2451/vArmour_Logo_copy.png,vArmour,vArmour, order on list 186,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Integrate Vectra AI NDR data into the CrowdStrike Falcon® platform for unified security across endpoint and network domains. In the Falcon console, visualize Vectra AI NDR events alongside diverse threat indicators for comprehensive threat visibility, expediting detection and triage with enhanced accuracy.",Vectra AI Data Connector,images.store.crowdstrike.com/9748z14dd5zg/4z313OeBzAxN6Mc4e0RWoF/a9105accab61d727f8a6bb558971e3ff/Vectra_logo.svg,Vectra,Vectra, order on list 187,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable security insights with Vectra AI threat detection data in CrowdStrike Falcon® LogScale. Effortlessly bring in and analyze detections from Vectra AI Detect for a clear view of your extended network activity. Access a collection of pre-built dashboards to quickly see audit and summary details about hosts, accounts, and associated detections, helping you hunt down threats faster.",Vectra AI for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/4z313OeBzAxN6Mc4e0RWoF/a9105accab61d727f8a6bb558971e3ff/Vectra_logo.svg,Vectra,Vectra, order on list 188,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Vectra Cognito and CrowdStrike Falcon® Insight XDR combine cloud, network, and endpoint visibility to streamline security operations, minimizing response time and mitigating high-risk threats from the endpoint to the cloud.",Vectra Threat Detection and Response Platform,images.store.crowdstrike.com/9748z14dd5zg/4z313OeBzAxN6Mc4e0RWoF/a9105accab61d727f8a6bb558971e3ff/Vectra_logo.svg,Vectra,Vectra, order on list 189,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Veza makes it easy to find out who can take what action on what data within apps and databases across your organization - both on-premise and in the cloud. Veza automatically assesses which apps and objects are impacted by users that get flagged by CrowdStrike Falcon® Identity Protection. Veza tracks users and permissions created outside of the Identity Governance and Administration (IGA) tools to keep deactivated users from accessing sensitive data and intellectual property using the permissions that were granted directly within the apps.,Veza Identity Security Platform,images.store.crowdstrike.com/9748z14dd5zg/7G8z7hxhvrziXIt8HxXU9f/7543734a26a97a1221265d9ad5ff0977/Veza_icon_square.png,"Veza Technologies, Inc.","Veza Technologies, Inc.", order on list 190,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Secure your cloud infrastructure proactively and gain unified visibility by easily ingesting VMware ESXi data into the CrowdStrike Falcon® platform. By centralizing and correlating powerful data and insights from CrowdStrike, VMware ESXi, and additional third parties within CrowdStrike’s next-generation security information and event management (SIEM) platform, your team gains enhanced threat detection, streamlined incident response, and an optimized security posture to ultimately protect against evolving cyber threats.",VMware ESXi Data Connector,images.store.crowdstrike.com/9748z14dd5zg/2YjjviRyEmp5XNpIv7U4mb/e25a0bd43a4fbfd2b3bd4b2337f7a701/VMware_logo_512x512.png,,, order on list 191,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Webhooks are a simple way to send specific near real-time event data from the CrowdStrike Falcon® platform to third-party applications. Leveraging webhooks, security and DevSecOps teams can centralize alerts, build and deploy customized workflows for consistent notifications and faster response times. This results in reduced meantime to remediate threat detections. By automating workflows based on threat detections and incidents from the Falcon platform, analysts can spend time on more important strategic tasks to help improve the security posture of the organization without succumbing to alert fatigue and improve efficiency of their security solutions.",Webhook,images.store.crowdstrike.com/9748z14dd5zg/2IsbYZ7c6pafzewexNe87J/d5b638624607ba99facc1f89dc6e009a/Webhook_logo,,, order on list 192,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Build business resiliency by understanding your business exposure to cyber threats. X-Analytics works with the CrowdStrike Falcon® platform to help you identify business exposure to cyber risk, develop a business aligned cyber security strategy, and communicate the technical complexity of cyber security risk in business terms for executive and board level audiences.",X-Analytics Cyber Risk Analysis and Reporting,images.store.crowdstrike.com/9748z14dd5zg/4xX9U5jfTL4I0C2m1UaLo2/fb13ff046c31dfd829a6856e7c3c0f0e/Xanalytics_icon_square.png,X-Analytics,X-Analytics, order on list 193,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Zeek, Corelight, and CrowdStrike Falcon® LogScale integrate to make observability accessible. Seamlessly ingest Zeek network security monitoring data in Falcon LogScale to analyze, visualize, and correlate network insights with other data sources within your environment. Leverage pre-built dashboards of Zeek data for insights into network security and related workflows,  improving visibility and threat hunting.",Zeek for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 194,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
